incident_number,Day and Month Reported,Year Reported,Police Shift,Offense Code,Offense Type,Offense Definition,Offense Sub-Category,Offense Category,Block Code,Ward,Source,Date,Time,Type,Description,latitude,longitude
22010634,3/1,2022,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173515001007,2              ,March 28th 2022 - December 20th 2021 Crime News,3/1/22,5:22 PM,Assault,"Somerville Police responded to a business at 14 McGrath Hwy for report of a man that pulled a knife on another man. Upon arrival, officers located two juvenile male suspects riding their bikes. Officers then spoke to the victim who stated he got into an argument with the two juveniles and one of them brandished a knife at him then threatened to kill him. Officers recovered the Other Crimes during March 1, 2022 through March 7, 2022: Robbery Log Feb 22 2022 to Feb 28 2022",42.37408118900263,-71.08512525863847
22011743,3/6,2022,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173509003008,6              ,March 28th 2022 - December 20th 2021 Crime News,3/6/22,9:33 PM,Arrest,"Somerville Police arrested a man for armed robbery following an incident at a business in Davis Sq. The defendant attempted to steal numerous shaving items then forced his way around the counter and demanded cash in the register. The defendant kept his hands in his sweatshirt and gestured to having a weapon. After a brief struggle with employees, he fled the store and was apprehended by officers shortly after. No weapons were found on his person.",42.395772752167034,-71.12406299073093
22011745,3/6,2022,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173502011006,1              ,March 28th 2022 - December 20th 2021 Crime News,3/6/22,9:46 PM,Assault,"Somerville Police responded to Dana St for report of an assault. Upon arrival, officers spoke with the victim who stated he was approached by a man that attempted to steal his jewelry. The victim attempted to leave and the man",42.387417081131034,-71.09070691438632
22012982,3/12,2022,Last Half (Midnight - 8AM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173512041003,2              ,March 28th 2022 - December 20th 2021 Crime News,3/12/22,1:28 AM,Assault,"Somerville Police responded to a business in the area of Somerville Ave & Kent St for report of an injured person. Upon arrival, officers spoke with employees who stated the victim was pushed to the ground by a white bald male. The victim suffered injuries to his head. Other crimes during the week - 3/8/22 to 3/14/22: Public Safety News Mar 1 2022 to March 7 2022",42.383112217253725,-71.10881136268642
22013236,3/13,2022,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501061015,1              ,March 28th 2022 - December 20th 2021 Crime News,3/13/22,4:28 PM,Assault,"Somerville Police responded to a business in Assembly Row for report of a man who threatened employees. Upon arrival, officers spoke with an employee who stated a black man in his late twenties, approximately 5'08"" tall, wearing black pants and a black sweatshirt made threats to assault them then left toward Central St. While officers were searching for the suspect, they received another report that the same suspect had also punched a security guard",42.39458122149659,-71.08008094022223
22013713,3/15,2022,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173514032000,1              ,March 28th 2022 - December 20th 2021 Crime News,3/15/22,5:17 PM,Assault / Robbery,Somerville Police took a report that a juvenile male was assaulted and robbed by three other juvenile males in the area of 17 Lincoln St. The juvenile victim stated he was struck in the arm then his cellphone and,42.38639254247128,-71.08348224736689
22014069,3/17,2022,Day Shift (8AM - 4PM),90Z,All Other Offenses,"All crimes that are not included in one of the specifically named crime offenses nor the crimes that have been removed from this dataset due to their sensitive in nature. This category includes Offenses of General Applicability which are those prefixed by Accessory Before/After the Fact, Aiding and Abetting, Assault to Commit, Conspiracy to Commit, Enticement, Facilitation of, Solicitation to Commit, Threat to Commit, or any other prefix identifying it as other than the substantive offense.",All Other Offenses,Other,250173513003000,3              ,March 28th 2022 - December 20th 2021 Crime News,3/17/22,8:43 AM,Attempted Residential Breaking & Entering,"Somerville Police responded to a residence in the area of McGrath Hwy & Boston St for report of an attempted breaking and entering. Upon arrival, officers spoke with the reporting person who stated she heard a loud bang on the side of her home then observed an unknown man near the window. The suspect then fled the area. The suspect was described as a white man, wearing camouflaged pants with black sneakers, tattoos on both sides of his neck, and appeared to be about 5 feet 8 inches in height. Other crimes during March 15, 2022 through March 21, 2022: Assault Log March 8 to March 14 2022",42.381704583454486,-71.09103494810928
22014111,3/17,2022,Day Shift (8AM - 4PM),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173501061016,1              ,March 28th 2022 - December 20th 2021 Crime News,3/17/22,1:16 PM,Armed Robbery,"Somerville Police responded to a business in Assembly Row for report of a robbery. Upon arrival, officers spoke with an employee who stated a black man, 30-40 years of age, wearing a light colored baseball hat, a blue sweatshirt with white strings, blue sweatpants with a white stripe on the side and white sneakers began to select numerous items then told the security guard he had a gun. The suspect fled out of the store with the stolen items into an awaiting vehicle.",42.395503039719635,-71.08039002773805
22014113,3/17,2022,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512034003,2              ,March 28th 2022 - December 20th 2021 Crime News,3/17/22,1:31 PM,Residential Breaking & Entering,"Somerville Police responded to a multifamily residence on Buckingham St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated his laptop, cash and a diamond",42.376697624799256,-71.10359187758762
22014418,3/18,2022,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173512031003,2              ,March 28th 2022 - December 20th 2021 Crime News,3/18/22,8:02 PM,Assault,"Somerville Police responded to Beacon & Washington St for report of an assault. Upon arrival, officers spoke with the victim who stated while he was driving on Washington St, he was struck in the face with dog feces by two white men. Break Ins Mar 15 to Mar 21 2022",42.37802094319458,-71.10498292783235
22014988,3/21,2022,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173507023005,7              ,March 28th 2022 - December 20th 2021 Crime News,3/21/22,5:17 PM,Unarmed Robbery / Assault,"Somerville Police responded to 14 North St for report of a juvenile who had been assaulted. Upon arrival, officers spoke with a juvenile male and female who stated they were approached by another juvenile male. The juvenile suspect then took a cellphone belonging to the juvenile male then struck the juvenile female multiple times. The juvenile suspect was described as a black male, in his early teens, wearing all black and had braces.",42.40716127197377,-71.13171502237347
22015253,3/22,2022,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173503002004,5              ,March 28th 2022 - December 20th 2021 Crime News,3/22/22,9:03 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Wilton St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated after he returned home from work, he observed his back door was kicked open and his house was ransacked. Cash was reported missing.",42.39409579571594,-71.10598039459705
22015659,3/24,2022,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514041004,1              ,March 28th 2022 - December 20th 2021 Crime News,3/24/22,4:27 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Myrtle St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated she left her residence earlier in the day and when she returned home, observed her bedroom had been ransacked. A laptop and jewelry were",42.38300232035344,-71.08437973566464
22015739,3/25,2022,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512042004,2              ,March 28th 2022 - December 20th 2021 Crime News,3/25/22,1:42 AM,Commercial Breaking & Entering,"Somerville Police responded to a business in the area of Somerville Ave & Carlton St for a check condition. Upon arrival, officers observed the front glass door broken and a rock found nearby. Nothing was",42.3809435526345,-71.10042931714912
22015866,3/25,2022,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173501091003,4              ,March 28th 2022 - December 20th 2021 Crime News,3/25/22,3:39 PM,Residential Breaking & Entering,"Somerville Police responded to a residence in the area of Temple St & Taylor St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he was out of the house and when he returned home, observed all the bedroom doors open and cash had been Other Crimes during March 22, 2022 through March 28, 2022: Robbery & Assaults March 15 to March 21 2022",42.395090535278115,-71.08947651740979
22018224,4/6,2022,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514042003,1              ,August 1st 2022 - April 5th 2022 Crime News,4/6/22,2:10 AM,Commercial Breaking and Entering,"Somerville Police responded to a business on Pearl St for an alarm. Upon arrival, officers observed a piece of glass on the front garage had been removed and an office door was open. Multiple packs of",42.38657070243218,-71.09153435303928
22019096,4/10,2022,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514031003,1              ,August 1st 2022 - April 5th 2022 Crime News,4/10/22,6:05 AM,Commercial Breaking and Entering,"Somerville Police responded to a business in the area of Broadway & Lincoln St for report of a past breaking and entering. Upon arrival, officers spoke with the business owner who stated the front glass door had been smashed open and cash was stolen from the registers. Other Crime Statistics during April 5, 2022 through April 11, 2022",42.38619342144759,-71.0804773860827
