Source,Case Number,Date,Time,Type,Description
"Crime Log July 8 to July 14, 2025",25040783,7/13/25,11:28 AM,Arrest,"Somerville Police responded Washington St for report of a stabbing. Upon arrival, officers observed a male party suffering from a non-life threatening stab wound to his stomach. He stated he got into an altercation with a male party then noticed he was stabbed. The male suspect fled the area in a vehicle and later came into the station where was placed under arrest."
"Crime Log July 8 to July 14, 2025",25041165,7/14/25,8:27 PM,Assault,"Somerville Police took a report from a male party involving a road rage incident. He stated that around 2:10 AM, he got involved in a traffic altercation at a parking lot on McGrath Hwy. During the altercation, a passenger from the other vehicle slammed her car door against the victim’s car then punched him."
"Crime Log July 1 to July 7, 2025",25039326,7/8/25,12:01 AM,Arrest,"Somerville Police responded to a business on Broadway for report of a B&E. Upon arrival, officers spoke with the clerk who stated he received alarms indicating the front door was open. Surveillance footage showed a male party inside the business stealing various items. Officers were given a suspect description and located a male party nearby matching the description. He was placed under arrest."
"Crime Log July 1 to July 7, 2025",25038543,7/4/25,7:54 PM,Robbery,"Somerville Police responded to a business on Broadway for report of a shoplifting. Upon arrival, officers spoke with the security officer who stated a male party was shoplifting and when he confronted the suspect, the suspect pushed him and fled."
"Crime Log July 1 to July 7, 2025",25038702,7/5/25,2:54 PM,Assault,"Somerville Police responded to a business on Somerville Ave for report of an assault. Upon arrival, officers spoke with the victim who stated she got into a verbal altercation with a female party. During the altercation, the female struck the victim with her shoe."
"Crime Log July 1 to July 7, 2025",25039300,7/7/25,9:44 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Charlestown St for an attempted breaking and entering. Upon arrival, officers spoke with the victim who stated a male party began pulling on a window screen and tried to break into the residence."
"Crime Log July 1 to July 7, 2025",25037769,7/2/25,8:07 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Aberdeen St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated his bike was stolen out of his shed."
"Crime Log July 1 to July 7, 2025",25038705,7/5/25,2:37 PM,Assault,"Somerville Police responded to Summer St for report of a past assault. Upon arrival, officers spoke with the victim who stated he was approached by a male party who began yelling at him then struck him in the neck."
"Crime Log July 1 to July 7, 2025",25037822,7/2/25,10:38 AM,Arrest,"Somerville Police responded to Statue Park for report of a fight. Upon arrival, officers spoke with a victim who stated he got into an altercation with a male party. During the altercation, the male party struck him and threw him to the ground. Shortly after, another male party tried to intervene and the suspect began to fight him as well. Officers located the suspect and he was placed under arrest."
"Crime Log July 1 to July 7, 2025",25037953,7/2/25,6:07 PM,Arrest,"Somerville Police responded to Seven Hills Park for a dispute. Upon arrival, officers spoke with the victim who stated he was using the porta-potty and a male began banging on the door threatening to kill him then brandished a knife. Officers located the male and he was placed under arrest"
"Crime Log May 27 to June 2, 2025",25030243,5/31/25,10:16 PM,Assault,"Somerville Police responded to Foss Park for report of an assault. Upon arrival, officers spoke with the victim who stated he was chased by an individual with a knife."
"Crime Log May 27 to June 2, 2025",25030580,6/2/25,3:10 PM,Assault,"Somerville Police responded to Medford St for report of a fight. Upon arrival, officers observed a large group of juveniles in the parking lot. Officers spoke with two juvenile males who stated they were in a fight against each other. Both parties then left the area."
"Crime Log May 27 to June 2, 2025",25030757,6/3/25,10:18 AM,Arrest,"Somerville Police responded to 14 McGrath Hwy for repot of an assault. Upon arrival, officers spoke with the victim who stated she was driving through the parking lot and almost struck a male party. The male began yelling at the victim then spit on her and brandished a knife. He was placed under arrest."
"Crime Log September 16 to September 22, 2025",25057929,9/17/25,10:20 PM,Commercial Breaking & Entering,"Somerville Police responded to a business on Broadway for a breaking and entering. Upon arrival, officers observed the front door and window were broken. Nothing was reported missing."
"Crime Log September 16 to September 22, 2025",25056584,9/11/25,6:13 PM,Assault,"Somerville Police responded to a business in Assembly Row for a dispute. Upon arrival, officers spoke with the victim who stated a female party came into the store and proceeded to shoplift. When the victim confronted her, the suspect assaulted her. The suspect then called her son to the store and he began attacking the victim as well."
"Crime Log September 16 to September 22, 2025",25054381,9/3/25,5:59 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Quincy St for a breaking and entering. Upon arrival, officers spoke with the victim who stated he was sleeping and awoke to an individual standing over him. The suspect then fled out of the house. Nothing was reported missing."
"Crime Log September 16 to September 22, 2025",25052648,8/27/25,4:04 AM,Commercial Breaking & Entering,"Somerville Police responded to a business on Lincoln St for a breaking and entering. Upon arrival, officers spoke with the owner who stated a male party entered the business and began rummaging through items. Nothing was reported missing."
"Crime Log September 30 to October 13, 2025",25061340,10/2/25,7:59 AM,Assault,"Somerville Police responded to Broadway & Garrison for an assault. Upon arrival, officers spoke with the victim who stated she was approached by a male party who proceeded to punch her in the face."
"Crime Log September 30 to October 13, 2025",25061241,10/1/25,5:18 PM,Assault,"Somerville Police responded to a business in Assembly Row for an assault. Upon arrival, officers spoke with an employee who stated two juvenile males entered the store and threw eggs at him then punched him."
"Crime Log September 30 to October 13, 2025",25062487,10/7/25,12:12 AM,Residential Breaking and Entering,"Somerville Police responded to a residence on Irving St for report of a breaking and entering. Upon arrival, officers spoke with the victim who observed a male party in her living room. The suspect stole a laptop and a pair of binoculars then fled toward Davis Sq."
"Crime Log September 30 to October 13, 2025",25062547,10/7/25,9:24 AM,Commercial Breaking and Entering,"Somerville Police responded to a construction site on Medford St for a breaking and entering. Upon arrival, officers spoke with the victim who stated that someone entered the jobsite and stole several of his tools."
